,result__problem__contestId,result__problem__name,result__problem__rating,result__problem__tags__001,result__problem__tags__002,result__problem__tags__009,result__author__members__handle,result__author__participantType,result__verdict
230,1307,Cow and Friend,1300,geometry,greedy,,cooler_killer,PRACTICE,OK
231,1059,Sequence Transformation,1600,constructive algorithms,math,,cooler_killer,PRACTICE,OK
232,1006,Military Problem,1600,dfs and similar,graphs,,cooler_killer,PRACTICE,OK
233,1260,Obtain Two Zeroes,1300,binary search,math,,cooler_killer,PRACTICE,OK
234,1140,Playlist,1600,brute force,data structures,,cooler_killer,PRACTICE,OK
235,977,Cyclic Components,1500,dfs and similar,dsu,,cooler_killer,PRACTICE,OK
236,1284,New Year and Permutation,1600,combinatorics,math,,cooler_killer,PRACTICE,OK
237,1166,A Tale of Two Lands,1500,binary search,sortings,,cooler_killer,PRACTICE,OK
238,1223,Save the Nature,1600,binary search,greedy,,cooler_killer,PRACTICE,OK
239,1443,Saving the City,1300,dp,greedy,,cooler_killer,PRACTICE,WRONG_ANSWER
240,1443,Extreme Subtraction,1800,dp,greedy,,cooler_killer,PRACTICE,OK
241,1443,The Delivery Dilemma,1400,binary search,greedy,,cooler_killer,CONTESTANT,OK
242,1151,Stas and the Queue at the Buffet,1600,greedy,math,,cooler_killer,PRACTICE,OK
243,1137,Camp Schedule,1600,greedy,hashing,,cooler_killer,PRACTICE,OK
244,1445,Division,1500,math,number theory,,cooler_killer,PRACTICE,OK
245,1269,Modulo Equality,1500,brute force,sortings,,cooler_killer,PRACTICE,OK
246,1167,Bicolored RBS,1500,constructive algorithms,greedy,,cooler_killer,PRACTICE,OK
247,1133,Zero Quantity Maximization,1500,hashing,math,,cooler_killer,PRACTICE,OK
248,1209,Koala and Lights,1300,implementation,math,,cooler_killer,PRACTICE,OK
249,1148,Born This Way,1600,binary search,brute force,,cooler_killer,PRACTICE,OK
250,1163,Cat Party (Easy Edition),1500,data structures,implementation,,cooler_killer,PRACTICE,OK
251,1163,Cat Party (Hard Edition),1600,data structures,implementation,,cooler_killer,PRACTICE,OK
252,1165,Two Arrays and Sum of Functions,1600,greedy,math,,cooler_killer,PRACTICE,OK
253,1437,Minimal Height Tree,1600,graphs,greedy,,cooler_killer,PRACTICE,OK
254,1184,Parallel Universes (Easy),1600,implementation,,,cooler_killer,PRACTICE,OK
255,1437,Chef Monocarp,1800,dp,flows,,cooler_killer,PRACTICE,OK
256,1165,Almost All Divisors,1600,math,number theory,,cooler_killer,PRACTICE,OK
257,1175,Catch Overflow!,1600,data structures,expression parsing,,cooler_killer,PRACTICE,OK
258,1175,Electrification,1600,binary search,brute force,,cooler_killer,PRACTICE,OK
259,1436,Binary Search,1500,binary search,combinatorics,,cooler_killer,PRACTICE,OK
260,1198,Welfare State,1600,binary search,brute force,,cooler_killer,PRACTICE,OK
261,1196,RGB Substring (easy version),1500,implementation,,,cooler_killer,PRACTICE,OK
262,1196,RGB Substring (hard version),1600,data structures,dp,,cooler_killer,PRACTICE,OK
263,1198,MP3,1600,sortings,two pointers,,cooler_killer,PRACTICE,OK
264,1433,Two Round Dances,1300,combinatorics,math,,cooler_killer,PRACTICE,OK
265,599,Day at the Beach,1600,sortings,,,cooler_killer,PRACTICE,OK
266,1203,Remove the Substring (hard version),1700,binary search,greedy,,cooler_killer,PRACTICE,OK
267,1203,Remove the Substring (easy version),1600,greedy,implementation,,cooler_killer,PRACTICE,OK
268,1213,Equalizing by Division (hard version),1600,brute force,math,,cooler_killer,PRACTICE,WRONG_ANSWER
269,1213,Equalizing by Division (easy version),1500,brute force,implementation,,cooler_killer,PRACTICE,OK
270,1421,Palindromifier,1400,constructive algorithms,strings,,cooler_killer,PRACTICE,OK
271,1186,Vus the Cossack and Numbers,1500,constructive algorithms,greedy,,cooler_killer,PRACTICE,OK
272,1243,Character Swap (Hard Version),1600,strings,,,cooler_killer,PRACTICE,OK
273,1252,Even Path,1600,data structures,implementation,,cooler_killer,PRACTICE,OK
274,1288,Two Arrays,1600,combinatorics,dp,,cooler_killer,PRACTICE,OK
275,1305,Kuroni and Impossible Calculation,1600,brute force,combinatorics,,cooler_killer,PRACTICE,OK
276,1209,Paint the Digits,1500,constructive algorithms,greedy,,cooler_killer,PRACTICE,OK
277,1208,Uniqueness,1500,binary search,brute force,,cooler_killer,PRACTICE,OK
278,1102,Balanced Ternary String,1500,greedy,strings,,cooler_killer,PRACTICE,OK
279,1371,Grid-00100,1600,constructive algorithms,greedy,,cooler_killer,PRACTICE,OK
280,1423,Lonely Numbers,1600,binary search,math,,cooler_killer,PRACTICE,OK
281,991,Candies,1500,binary search,implementation,,cooler_killer,PRACTICE,OK
282,1279,Stack of Presents,1400,data structures,implementation,,cooler_killer,VIRTUAL,OK
283,1279,Verse For Santa,1300,binary search,brute force,,cooler_killer,VIRTUAL,OK
284,991,Bishwock,1500,dp,greedy,,cooler_killer,PRACTICE,OK
285,1141,Colored Boots,1500,greedy,implementation,,cooler_killer,PRACTICE,OK
286,976,Nested Segments,1500,greedy,implementation,,cooler_killer,PRACTICE,OK
287,1180,Nick and Array,1500,greedy,implementation,,cooler_killer,PRACTICE,OK
288,1215,Swap Letters,1500,constructive algorithms,greedy,,cooler_killer,PRACTICE,OK
289,1207,Gas Pipeline,1500,dp,greedy,,cooler_killer,PRACTICE,OK
290,1242,Tile Painting,1500,constructive algorithms,math,,cooler_killer,PRACTICE,OK
291,1430,String Deletion,1700,binary search,data structures,,cooler_killer,PRACTICE,OK
292,1217,Zmei Gorynich,1600,greedy,math,,cooler_killer,PRACTICE,OK
293,1427,Chess Cheater,1400,greedy,implementation,,cooler_killer,PRACTICE,OK
294,1218,Workout plan,1500,data structures,greedy,,cooler_killer,PRACTICE,OK
295,1081,Colorful Bricks,1500,combinatorics,dp,,cooler_killer,PRACTICE,OK
296,1227,Optimal Subsequences (Easy Version),1600,data structures,greedy,,cooler_killer,PRACTICE,OK
297,1234,Distinct Characters Queries,1600,data structures,,,cooler_killer,PRACTICE,OK
298,1342,Yet Another Counting Problem,1600,math,number theory,,cooler_killer,PRACTICE,OK
299,1321,Remove Adjacent,1600,brute force,constructive algorithms,,cooler_killer,PRACTICE,OK
300,1251,Minimize The Integer,1600,greedy,two pointers,,cooler_killer,PRACTICE,OK
301,1249,Good Numbers (easy version),1300,brute force,greedy,,cooler_killer,PRACTICE,OK
302,1249,Good Numbers (hard version),1500,binary search,greedy,,cooler_killer,PRACTICE,OK
303,1287,Hyperset,1500,brute force,data structures,,cooler_killer,PRACTICE,OK
304,1341,Nastya and Strange Generator,1500,greedy,implementation,,cooler_killer,PRACTICE,OK
305,1337,Linova and Kingdom,1600,dfs and similar,dp,,cooler_killer,PRACTICE,OK
306,1348,Phoenix and Distribution,1600,constructive algorithms,greedy,,cooler_killer,PRACTICE,OK
307,1281,Azamon Web Services,1600,greedy,,,cooler_killer,PRACTICE,OK
308,576,Vasya and Petya's Game,1500,math,number theory,,cooler_killer,PRACTICE,OK
309,328,Sheldon and Ice Pieces,1500,greedy,,,cooler_killer,PRACTICE,OK
310,1327,Game with Chips,1600,constructive algorithms,implementation,,cooler_killer,PRACTICE,OK
311,1422,Nice Matrix,1300,greedy,implementation,,cooler_killer,CONTESTANT,OK
